crop,season,soil_moisture_pct,temperature,rainfall_forecast_mm,irrigation_needed,water_liters_per_sqm,irrigation_schedule
pigeonpeas,Zaid,37.9,28.53,56.6,No,0.0,Every 4-6 days
maize,Kharif,28.1,26.98,51.9,No,0.0,Every 4-6 days
muskmelon,Kharif,19.3,24.65,24.3,Yes,16.1,Every 1-3 days
maize,Zaid,37.7,23.25,129.6,No,0.0,Every 4-6 days
jute,Zaid,47.6,34.27,30.7,Yes,18.55,Every 1-3 days
watermelon,Rabi,62.4,23.21,41.5,No,0.0,Every 4-6 days
jute,Zaid,33.1,27.76,53.7,No,0.0,Every 1-3 days
jute,Rabi,34.5,23.09,54.0,No,0.0,Every 1-3 days
mothbeans,Kharif,55.7,23.72,18.8,Yes,9.87,Every 4-6 days
muskmelon,Rabi,56.5,29.76,68.4,No,0.0,Every 1-3 days
grapes,Rabi,36.4,29.43,45.9,No,0.0,Every 4-6 days
apple,Zaid,19.9,34.4,3.1,Yes,15.96,Every 1-3 days
muskmelon,Rabi,54.7,29.84,42.9,No,0.0,Every 1-3 days
coffee,Kharif,41.5,24.36,34.0,Yes,11.62,Every 4-6 days
grapes,Kharif,20.8,26.91,55.0,No,0.0,Every 4-6 days
chickpea,Kharif,47.5,25.83,16.3,Yes,12.42,Every 4-6 days
kidneybeans,Zaid,64.1,32.02,42.2,No,0.0,Every 4-6 days
orange,Zaid,47.3,18.19,107.6,No,0.0,Every 4-6 days
pomegranate,Kharif,66.0,26.78,38.8,Yes,9.53,Every 4-6 days
lentil,Kharif,33.9,24.45,43.8,No,0.0,Every 4-6 days
jute,Zaid,13.6,33.69,33.9,Yes,20.81,Every 1-3 days
blackgram,Zaid,53.6,25.17,13.0,Yes,11.38,Every 4-6 days
chickpea,Kharif,49.6,27.05,41.1,No,0.0,Every 4-6 days
mango,Zaid,58.8,25.9,12.8,Yes,11.77,Every 4-6 days
rice,Rabi,58.8,28.83,14.9,Yes,14.7,Every 1-3 days
coffee,Rabi,18.3,24.67,37.9,Yes,13.4,Every 4-6 days
mothbeans,Kharif,27.3,24.39,48.1,No,0.0,Every 4-6 days
pigeonpeas,Rabi,27.9,20.67,25.3,Yes,11.91,Every 4-6 days
lentil,Kharif,25.5,32.87,49.7,No,0.0,Every 4-6 days
orange,Kharif,60.5,25.31,72.3,No,0.0,Every 4-6 days
muskmelon,Rabi,50.0,22.64,34.3,Yes,14.08,Every 1-3 days
jute,Zaid,48.2,32.02,13.6,Yes,18.08,Every 1-3 days
maize,Zaid,35.7,28.42,14.2,Yes,12.0,Every 4-6 days
orange,Kharif,6.5,24.85,42.0,No,0.0,Every 4-6 days
papaya,Rabi,72.2,27.88,115.2,No,0.0,Every 7-10 days
grapes,Kharif,40.0,34.44,25.9,Yes,13.4,Every 4-6 days
pomegranate,Zaid,40.3,30.99,28.3,Yes,12.58,Every 4-6 days
grapes,Rabi,53.1,28.98,28.6,Yes,12.08,Every 4-6 days
muskmelon,Kharif,49.4,26.19,41.6,No,0.0,Every 1-3 days
pomegranate,Rabi,33.5,27.24,90.8,No,0.0,Every 4-6 days
blackgram,Rabi,49.3,32.49,69.8,No,0.0,Every 4-6 days
watermelon,Kharif,44.2,25.84,21.1,Yes,15.58,Every 1-3 days
pigeonpeas,Rabi,43.3,22.43,91.7,No,0.0,Every 4-6 days
mango,Kharif,38.8,19.1,18.9,Yes,11.57,Every 4-6 days
blackgram,Zaid,51.2,30.08,49.4,No,0.0,Every 4-6 days
papaya,Rabi,55.4,25.82,19.8,Yes,10.75,Every 4-6 days
papaya,Zaid,26.6,29.87,12.7,Yes,13.16,Every 4-6 days
rice,Rabi,34.1,27.04,23.0,Yes,14.05,Every 1-3 days
papaya,Rabi,37.9,33.56,82.9,No,0.0,Every 4-6 days
banana,Zaid,38.5,34.57,31.1,Yes,19.35,Every 1-3 days
chickpea,Kharif,37.0,31.88,51.4,No,0.0,Every 4-6 days
chickpea,Rabi,55.6,27.86,6.4,Yes,11.27,Every 4-6 days
jute,Kharif,34.4,32.86,19.0,Yes,20.37,Every 1-3 days
banana,Zaid,28.0,28.86,54.5,No,0.0,Every 1-3 days
pigeonpeas,Zaid,32.4,23.17,100.5,No,0.0,Every 4-6 days
muskmelon,Zaid,59.2,27.13,44.9,No,0.0,Every 1-3 days
coconut,Kharif,61.5,29.59,19.2,Yes,12.95,Every 4-6 days
coconut,Kharif,44.4,28.3,22.0,Yes,11.77,Every 4-6 days
jute,Rabi,31.8,31.9,34.4,Yes,18.13,Every 1-3 days
maize,Kharif,33.2,27.33,38.4,Yes,12.49,Every 4-6 days
blackgram,Kharif,78.9,20.75,41.5,No,0.0,Every 7-10 days
orange,Rabi,37.8,22.94,17.7,Yes,12.5,Every 4-6 days
jute,Zaid,60.2,38.29,69.3,No,0.0,Every 1-3 days
chickpea,Kharif,37.6,23.77,83.4,No,0.0,Every 4-6 days
watermelon,Rabi,35.7,32.19,90.8,No,0.0,Every 1-3 days
banana,Zaid,52.9,27.7,100.4,No,0.0,Every 4-6 days
jute,Kharif,17.8,28.47,48.3,No,0.0,Every 1-3 days
coffee,Zaid,48.4,31.94,59.8,No,0.0,Every 4-6 days
orange,Rabi,59.0,30.42,212.3,No,0.0,Every 7-10 days
blackgram,Zaid,44.3,23.64,2.5,Yes,12.5,Every 4-6 days
grapes,Zaid,57.7,26.37,22.5,Yes,9.27,Every 4-6 days
kidneybeans,Kharif,43.1,21.59,39.3,Yes,11.27,Every 4-6 days
chickpea,Zaid,49.6,29.01,48.0,No,0.0,Every 4-6 days
orange,Kharif,45.0,31.59,55.4,No,0.0,Every 4-6 days
rice,Kharif,38.4,34.36,22.4,Yes,18.41,Every 1-3 days
watermelon,Rabi,31.6,28.28,11.6,Yes,17.44,Every 1-3 days
mothbeans,Rabi,39.3,29.85,38.8,Yes,13.32,Every 4-6 days
kidneybeans,Zaid,51.1,30.91,77.0,No,0.0,Every 4-6 days
orange,Zaid,19.3,32.73,62.7,No,0.0,Every 4-6 days
banana,Kharif,42.5,20.46,46.8,No,0.0,Every 1-3 days
grapes,Rabi,59.4,29.45,48.2,No,0.0,Every 4-6 days
mango,Zaid,40.6,29.05,50.3,No,0.0,Every 4-6 days
kidneybeans,Zaid,59.1,44.45,37.9,Yes,13.16,Every 4-6 days
jute,Rabi,12.7,30.6,37.8,Yes,19.66,Every 1-3 days
jute,Zaid,40.7,22.0,21.1,Yes,16.42,Every 1-3 days
rice,Kharif,52.4,18.64,11.6,Yes,13.7,Every 1-3 days
kidneybeans,Kharif,40.1,20.75,64.4,No,0.0,Every 4-6 days
muskmelon,Rabi,37.0,30.56,22.0,Yes,18.9,Every 1-3 days
banana,Zaid,53.4,28.66,72.6,No,0.0,Every 4-6 days
maize,Rabi,51.5,27.76,45.9,No,0.0,Every 4-6 days
rice,Zaid,20.0,31.59,40.4,No,0.0,Every 1-3 days
chickpea,Rabi,75.5,30.42,96.4,No,0.0,Every 4-6 days
pomegranate,Zaid,57.9,31.85,68.9,No,0.0,Every 4-6 days
orange,Zaid,31.5,16.47,143.8,No,0.0,Every 4-6 days
mango,Zaid,34.7,34.88,17.1,Yes,13.93,Every 4-6 days
chickpea,Zaid,68.1,37.04,86.4,No,0.0,Every 4-6 days
mungbean,Kharif,49.0,26.33,21.8,Yes,11.09,Every 4-6 days
papaya,Kharif,27.7,21.23,77.0,No,0.0,Every 4-6 days
apple,Rabi,48.6,27.3,43.5,No,0.0,Every 4-6 days
mothbeans,Kharif,62.7,33.39,102.9,No,0.0,Every 4-6 days
pomegranate,Kharif,52.5,22.25,103.6,No,0.0,Every 4-6 days
banana,Zaid,69.9,28.51,7.7,Yes,14.04,Every 1-3 days
blackgram,Rabi,40.6,29.18,22.7,Yes,11.66,Every 4-6 days
pomegranate,Kharif,34.7,27.19,16.6,Yes,14.59,Every 4-6 days
lentil,Rabi,50.1,31.11,38.7,Yes,12.34,Every 4-6 days
banana,Kharif,13.9,35.91,36.6,Yes,19.03,Every 1-3 days
chickpea,Zaid,30.9,16.13,29.4,Yes,9.41,Every 4-6 days
orange,Zaid,48.0,31.79,49.3,No,0.0,Every 4-6 days
coconut,Zaid,7.7,27.75,47.0,No,0.0,Every 1-3 days
lentil,Rabi,47.6,32.73,19.3,Yes,12.53,Every 4-6 days
mungbean,Rabi,76.3,24.76,36.3,Yes,8.54,Every 4-6 days
mungbean,Kharif,26.3,33.97,40.1,No,0.0,Every 4-6 days
mungbean,Zaid,52.2,34.51,68.0,No,0.0,Every 4-6 days
coffee,Kharif,54.0,16.01,32.8,Yes,9.12,Every 4-6 days
apple,Rabi,32.6,27.82,26.8,Yes,11.33,Every 4-6 days
coconut,Kharif,50.6,32.01,59.1,No,0.0,Every 4-6 days
muskmelon,Kharif,32.8,29.72,12.4,Yes,18.49,Every 1-3 days
watermelon,Rabi,39.7,23.19,80.2,No,0.0,Every 4-6 days
muskmelon,Zaid,48.7,27.12,195.2,No,0.0,Every 4-6 days
mothbeans,Kharif,50.9,24.51,25.4,Yes,10.18,Every 4-6 days
coffee,Zaid,39.1,32.84,9.7,Yes,14.23,Every 4-6 days
maize,Rabi,53.1,30.64,53.1,No,0.0,Every 4-6 days
pigeonpeas,Kharif,60.0,22.62,93.6,No,0.0,Every 4-6 days
muskmelon,Rabi,64.4,40.31,22.9,Yes,17.97,Every 1-3 days
papaya,Zaid,37.1,28.71,45.8,No,0.0,Every 4-6 days
grapes,Kharif,33.5,24.34,50.5,No,0.0,Every 4-6 days
mungbean,Zaid,47.2,21.0,69.1,No,0.0,Every 4-6 days
orange,Zaid,76.8,20.71,143.1,No,0.0,Every 7-10 days
mothbeans,Zaid,47.1,23.1,72.9,No,0.0,Every 4-6 days
chickpea,Zaid,59.3,34.71,43.6,No,0.0,Every 4-6 days
coffee,Kharif,64.5,27.06,30.6,Yes,9.1,Every 4-6 days
papaya,Zaid,71.9,32.44,88.2,No,0.0,Every 4-6 days
mothbeans,Zaid,47.6,32.28,31.6,Yes,12.71,Every 4-6 days
maize,Rabi,26.6,22.37,87.6,No,0.0,Every 4-6 days
chickpea,Kharif,64.6,27.32,25.3,Yes,10.75,Every 4-6 days
kidneybeans,Zaid,49.9,42.31,91.3,No,0.0,Every 4-6 days
mango,Zaid,43.5,32.39,34.1,Yes,12.8,Every 4-6 days
pigeonpeas,Kharif,50.2,35.57,53.4,No,0.0,Every 4-6 days
muskmelon,Zaid,33.5,34.4,62.6,No,0.0,Every 1-3 days
jute,Zaid,31.0,29.76,67.8,No,0.0,Every 1-3 days
lentil,Zaid,33.4,22.48,28.0,Yes,10.77,Every 4-6 days
mango,Zaid,34.9,32.55,26.9,Yes,14.48,Every 4-6 days
lentil,Zaid,69.3,25.33,39.4,Yes,9.25,Every 4-6 days
blackgram,Kharif,43.4,30.58,69.7,No,0.0,Every 4-6 days
muskmelon,Zaid,57.0,34.27,44.3,No,0.0,Every 1-3 days
coffee,Zaid,41.3,12.85,34.4,Yes,10.58,Every 4-6 days
mango,Rabi,32.0,23.26,43.7,No,0.0,Every 4-6 days
watermelon,Rabi,45.4,25.56,39.0,Yes,17.11,Every 1-3 days
pigeonpeas,Kharif,41.7,22.26,73.1,No,0.0,Every 4-6 days
cotton,Zaid,24.7,26.48,19.1,Yes,12.99,Every 4-6 days
watermelon,Kharif,32.8,28.23,4.3,Yes,17.75,Every 1-3 days
pomegranate,Kharif,60.3,24.14,8.7,Yes,9.38,Every 4-6 days
mungbean,Kharif,37.6,29.67,34.7,Yes,12.33,Every 4-6 days
coconut,Zaid,43.3,26.2,42.2,No,0.0,Every 4-6 days
kidneybeans,Kharif,50.8,24.84,2.1,Yes,11.72,Every 4-6 days
grapes,Rabi,21.4,24.27,156.0,No,0.0,Every 4-6 days
pigeonpeas,Rabi,44.3,32.21,32.8,Yes,11.87,Every 4-6 days
papaya,Kharif,46.9,26.85,45.4,No,0.0,Every 4-6 days
papaya,Zaid,38.7,24.43,137.6,No,0.0,Every 4-6 days
lentil,Zaid,54.9,25.92,91.3,No,0.0,Every 4-6 days
mango,Kharif,79.3,23.78,13.9,Yes,9.37,Every 4-6 days
watermelon,Kharif,37.9,41.25,53.9,No,0.0,Every 1-3 days
banana,Kharif,43.9,24.29,86.4,No,0.0,Every 4-6 days
papaya,Kharif,27.7,23.26,54.5,No,0.0,Every 4-6 days
papaya,Rabi,45.2,27.0,39.3,Yes,10.55,Every 4-6 days
cotton,Zaid,33.9,23.68,80.3,No,0.0,Every 4-6 days
rice,Rabi,45.6,29.43,96.1,No,0.0,Every 1-3 days
blackgram,Zaid,33.7,36.79,15.3,Yes,15.39,Every 1-3 days
coconut,Zaid,48.0,26.33,36.0,Yes,10.72,Every 4-6 days
mungbean,Rabi,44.5,34.02,14.2,Yes,13.17,Every 4-6 days
cotton,Rabi,74.1,30.85,33.9,Yes,9.26,Every 4-6 days
rice,Kharif,54.9,27.39,14.5,Yes,14.65,Every 1-3 days
papaya,Zaid,55.0,28.41,123.7,No,0.0,Every 4-6 days
orange,Kharif,59.5,23.18,33.9,Yes,9.57,Every 4-6 days
mungbean,Kharif,36.2,32.56,94.7,No,0.0,Every 4-6 days
kidneybeans,Rabi,80.7,29.77,40.1,No,0.0,Every 4-6 days
mango,Zaid,56.2,27.0,30.5,Yes,10.03,Every 4-6 days
pomegranate,Rabi,31.2,21.97,38.4,Yes,11.56,Every 4-6 days
pomegranate,Rabi,64.1,32.19,79.8,No,0.0,Every 4-6 days
pigeonpeas,Kharif,62.1,24.02,106.6,No,0.0,Every 4-6 days
muskmelon,Zaid,44.5,26.69,57.6,No,0.0,Every 1-3 days
lentil,Rabi,25.7,29.08,66.3,No,0.0,Every 4-6 days
banana,Rabi,49.8,25.26,138.9,No,0.0,Every 4-6 days
chickpea,Kharif,46.3,22.88,62.5,No,0.0,Every 4-6 days
coffee,Kharif,38.1,31.31,9.7,Yes,13.0,Every 4-6 days
jute,Kharif,18.9,19.03,86.7,No,0.0,Every 1-3 days
orange,Rabi,51.5,24.94,94.8,No,0.0,Every 4-6 days
chickpea,Kharif,60.8,30.94,28.5,Yes,10.76,Every 4-6 days
pomegranate,Kharif,31.8,28.57,12.5,Yes,14.01,Every 4-6 days
cotton,Zaid,35.2,30.56,74.1,No,0.0,Every 4-6 days
mothbeans,Kharif,79.2,24.3,66.3,No,0.0,Every 7-10 days
kidneybeans,Kharif,48.3,28.9,81.1,No,0.0,Every 4-6 days
coffee,Rabi,41.7,28.71,61.9,No,0.0,Every 4-6 days
muskmelon,Rabi,36.8,30.19,82.7,No,0.0,Every 1-3 days
cotton,Zaid,65.1,28.57,82.7,No,0.0,Every 4-6 days
kidneybeans,Kharif,36.0,31.48,58.5,No,0.0,Every 4-6 days
papaya,Rabi,37.8,20.6,79.3,No,0.0,Every 4-6 days
coconut,Rabi,50.9,31.29,18.0,Yes,12.22,Every 4-6 days
rice,Zaid,45.8,29.88,57.8,No,0.0,Every 1-3 days
maize,Kharif,43.8,24.32,13.4,Yes,12.54,Every 4-6 days
pigeonpeas,Zaid,49.7,20.9,24.6,Yes,9.67,Every 4-6 days
pomegranate,Zaid,24.7,19.59,22.3,Yes,12.62,Every 4-6 days
watermelon,Kharif,52.9,26.4,44.6,No,0.0,Every 1-3 days
mothbeans,Zaid,60.5,23.86,26.4,Yes,9.65,Every 4-6 days
pigeonpeas,Rabi,41.1,23.69,111.8,No,0.0,Every 4-6 days
banana,Rabi,47.4,34.28,101.0,No,0.0,Every 1-3 days
jute,Kharif,41.4,27.25,61.5,No,0.0,Every 1-3 days
mango,Rabi,21.6,29.97,10.8,Yes,14.67,Every 1-3 days
maize,Zaid,47.4,32.93,38.5,Yes,10.65,Every 4-6 days
coffee,Kharif,25.3,31.54,44.4,No,0.0,Every 4-6 days
mungbean,Kharif,41.7,22.81,16.4,Yes,10.46,Every 4-6 days
jute,Rabi,19.0,29.75,81.9,No,0.0,Every 1-3 days
mungbean,Kharif,25.7,22.73,46.0,No,0.0,Every 4-6 days
cotton,Zaid,61.0,31.84,74.2,No,0.0,Every 4-6 days
grapes,Kharif,43.6,33.41,41.9,No,0.0,Every 4-6 days
watermelon,Rabi,60.9,28.09,5.1,Yes,15.15,Every 1-3 days
mothbeans,Rabi,83.9,16.2,14.4,Yes,5.05,Every 7-10 days
maize,Zaid,63.0,28.56,72.9,No,0.0,Every 4-6 days
grapes,Zaid,42.5,27.74,25.0,Yes,13.04,Every 4-6 days
mango,Zaid,58.9,25.33,115.5,No,0.0,Every 4-6 days
coffee,Zaid,62.7,22.42,94.6,No,0.0,Every 4-6 days
cotton,Zaid,50.7,35.9,30.5,Yes,14.55,Every 4-6 days
mango,Kharif,55.8,26.79,36.2,Yes,8.21,Every 4-6 days
rice,Rabi,30.4,30.42,59.0,No,0.0,Every 1-3 days
coconut,Kharif,20.2,30.89,61.4,No,0.0,Every 4-6 days
coffee,Zaid,46.4,36.41,87.3,No,0.0,Every 4-6 days
pomegranate,Kharif,52.6,23.72,70.5,No,0.0,Every 4-6 days
banana,Rabi,47.8,31.68,15.0,Yes,16.64,Every 1-3 days
grapes,Zaid,68.1,26.54,11.7,Yes,11.05,Every 4-6 days
banana,Rabi,32.6,24.08,10.9,Yes,17.31,Every 1-3 days
mungbean,Zaid,54.7,21.29,7.9,Yes,9.43,Every 4-6 days
mungbean,Kharif,65.3,20.14,36.7,Yes,6.8,Every 4-6 days
pigeonpeas,Zaid,54.0,30.03,101.1,No,0.0,Every 4-6 days
pigeonpeas,Zaid,61.9,39.94,19.4,Yes,12.24,Every 4-6 days
mungbean,Kharif,43.2,26.23,21.2,Yes,11.73,Every 4-6 days
chickpea,Rabi,53.6,29.92,46.7,No,0.0,Every 4-6 days
pigeonpeas,Kharif,36.4,31.35,14.8,Yes,12.51,Every 4-6 days
muskmelon,Zaid,25.4,35.67,31.2,Yes,20.91,Every 1-3 days
lentil,Rabi,41.8,35.3,47.0,No,0.0,Every 4-6 days
rice,Kharif,14.9,35.26,35.6,Yes,20.26,Every 1-3 days
kidneybeans,Kharif,43.1,35.83,70.3,No,0.0,Every 4-6 days
papaya,Zaid,51.4,23.38,76.9,No,0.0,Every 4-6 days
apple,Zaid,51.6,23.14,76.4,No,0.0,Every 4-6 days
papaya,Kharif,65.9,26.95,99.0,No,0.0,Every 4-6 days
mungbean,Zaid,78.8,32.56,40.8,No,0.0,Every 4-6 days
mango,Zaid,52.2,24.46,7.9,Yes,11.78,Every 4-6 days
maize,Zaid,66.5,23.68,81.0,No,0.0,Every 4-6 days
banana,Kharif,54.5,35.78,30.3,Yes,18.39,Every 1-3 days
kidneybeans,Rabi,26.6,21.42,33.3,Yes,9.77,Every 4-6 days
coconut,Kharif,44.0,28.22,112.6,No,0.0,Every 4-6 days
coconut,Rabi,18.4,21.34,26.1,Yes,10.96,Every 4-6 days
cotton,Kharif,18.5,25.5,79.3,No,0.0,Every 4-6 days
coconut,Zaid,27.6,25.14,56.3,No,0.0,Every 4-6 days
banana,Zaid,8.8,26.05,22.4,Yes,18.78,Every 1-3 days
pomegranate,Kharif,24.9,27.14,6.8,Yes,15.06,Every 4-6 days
mothbeans,Kharif,41.7,41.65,43.1,No,0.0,Every 4-6 days
kidneybeans,Zaid,68.8,22.82,44.7,No,0.0,Every 4-6 days
papaya,Kharif,69.5,33.5,32.8,Yes,10.97,Every 4-6 days
coconut,Zaid,35.3,27.45,48.4,No,0.0,Every 4-6 days
papaya,Kharif,25.0,35.28,44.1,No,0.0,Every 1-3 days
chickpea,Zaid,53.1,32.65,43.0,No,0.0,Every 4-6 days
muskmelon,Rabi,47.7,28.49,13.0,Yes,18.54,Every 1-3 days
rice,Zaid,37.0,33.88,70.2,No,0.0,Every 1-3 days
blackgram,Zaid,52.3,26.93,98.3,No,0.0,Every 4-6 days
mungbean,Rabi,50.1,29.66,108.7,No,0.0,Every 4-6 days
pomegranate,Kharif,52.1,28.91,98.9,No,0.0,Every 4-6 days
maize,Kharif,32.9,12.01,9.3,Yes,11.38,Every 4-6 days
banana,Zaid,48.1,17.49,47.5,No,0.0,Every 4-6 days
muskmelon,Rabi,46.5,28.38,39.1,Yes,16.91,Every 1-3 days
cotton,Rabi,45.6,23.25,20.5,Yes,11.18,Every 4-6 days
coffee,Kharif,48.9,24.5,18.3,Yes,10.65,Every 4-6 days
lentil,Rabi,55.9,30.99,26.3,Yes,11.43,Every 4-6 days
lentil,Zaid,29.9,17.09,61.4,No,0.0,Every 4-6 days
cotton,Kharif,66.8,27.77,57.2,No,0.0,Every 4-6 days
mungbean,Kharif,67.9,24.62,8.6,Yes,9.13,Every 4-6 days
cotton,Rabi,24.6,36.49,52.2,No,0.0,Every 1-3 days
pigeonpeas,Kharif,83.9,27.27,62.6,No,0.0,Every 7-10 days
pomegranate,Zaid,58.8,28.08,97.0,No,0.0,Every 4-6 days
rice,Zaid,48.7,32.27,83.7,No,0.0,Every 1-3 days
banana,Rabi,50.6,24.33,86.9,No,0.0,Every 4-6 days
mungbean,Rabi,44.5,26.63,5.9,Yes,11.08,Every 4-6 days
coconut,Zaid,46.3,26.33,97.8,No,0.0,Every 4-6 days
mothbeans,Kharif,39.5,26.97,96.3,No,0.0,Every 4-6 days
coffee,Zaid,23.1,22.5,17.9,Yes,12.53,Every 4-6 days
coffee,Zaid,25.4,25.7,7.8,Yes,14.71,Every 4-6 days
maize,Rabi,56.9,24.42,11.6,Yes,10.74,Every 4-6 days
papaya,Zaid,36.5,32.26,16.6,Yes,12.86,Every 4-6 days
mungbean,Zaid,45.3,24.83,114.5,No,0.0,Every 4-6 days
coffee,Kharif,67.7,25.15,62.9,No,0.0,Every 4-6 days
kidneybeans,Zaid,53.0,19.68,6.8,Yes,10.14,Every 4-6 days
mothbeans,Kharif,40.3,31.29,75.1,No,0.0,Every 4-6 days
mungbean,Zaid,32.1,36.06,80.3,No,0.0,Every 4-6 days
pomegranate,Kharif,56.7,26.84,22.5,Yes,10.86,Every 4-6 days
banana,Zaid,89.9,28.79,36.0,Yes,13.31,Every 4-6 days
blackgram,Zaid,87.0,20.78,5.7,Yes,7.75,Every 4-6 days
banana,Zaid,32.3,36.41,12.4,Yes,20.43,Every 1-3 days
maize,Rabi,51.4,26.86,7.5,Yes,14.23,Every 4-6 days
lentil,Rabi,57.8,33.28,46.8,No,0.0,Every 4-6 days
blackgram,Rabi,51.0,28.15,26.9,Yes,11.94,Every 4-6 days
mothbeans,Rabi,40.7,21.33,59.7,No,0.0,Every 4-6 days
muskmelon,Kharif,43.7,22.94,91.1,No,0.0,Every 4-6 days
chickpea,Zaid,29.9,26.18,26.2,Yes,14.18,Every 4-6 days
jute,Kharif,38.7,23.65,21.0,Yes,16.1,Every 1-3 days
mango,Rabi,12.9,30.64,41.6,No,0.0,Every 1-3 days
blackgram,Zaid,35.7,26.07,54.9,No,0.0,Every 4-6 days
orange,Zaid,38.0,27.37,199.9,No,0.0,Every 4-6 days
blackgram,Rabi,40.7,25.72,60.5,No,0.0,Every 4-6 days
orange,Rabi,70.0,24.93,23.8,Yes,8.59,Every 4-6 days
mothbeans,Rabi,67.6,25.8,32.1,Yes,9.62,Every 4-6 days
pigeonpeas,Rabi,24.7,40.19,21.3,Yes,15.29,Every 1-3 days
lentil,Kharif,47.2,37.74,55.0,No,0.0,Every 4-6 days
banana,Zaid,48.1,26.37,28.2,Yes,15.3,Every 1-3 days
blackgram,Kharif,66.1,30.37,85.9,No,0.0,Every 4-6 days
mothbeans,Rabi,27.6,31.12,23.5,Yes,13.81,Every 4-6 days
cotton,Rabi,38.2,27.76,3.8,Yes,14.22,Every 4-6 days
rice,Zaid,65.1,26.07,54.6,No,0.0,Every 4-6 days
papaya,Kharif,49.9,31.44,74.2,No,0.0,Every 4-6 days
maize,Zaid,66.4,21.27,91.2,No,0.0,Every 7-10 days
mungbean,Kharif,40.1,29.3,59.0,No,0.0,Every 4-6 days
lentil,Zaid,57.2,28.87,2.1,Yes,11.48,Every 4-6 days
mothbeans,Rabi,22.8,30.94,57.1,No,0.0,Every 4-6 days
banana,Kharif,58.4,30.76,9.6,Yes,16.66,Every 1-3 days
rice,Rabi,37.4,21.6,14.2,Yes,17.59,Every 1-3 days
mothbeans,Rabi,49.4,45.0,35.6,Yes,12.83,Every 4-6 days
kidneybeans,Zaid,31.8,28.81,39.5,Yes,12.94,Every 4-6 days
coconut,Kharif,56.8,32.63,14.8,Yes,11.82,Every 4-6 days
papaya,Zaid,44.3,23.17,103.4,No,0.0,Every 4-6 days
blackgram,Rabi,47.2,34.24,50.7,No,0.0,Every 4-6 days
coconut,Kharif,38.3,31.17,41.2,No,0.0,Every 4-6 days
banana,Kharif,5.8,24.91,45.7,No,0.0,Every 1-3 days
maize,Zaid,40.2,25.22,73.3,No,0.0,Every 4-6 days
banana,Kharif,61.6,30.2,18.2,Yes,13.98,Every 1-3 days
mungbean,Zaid,73.4,33.39,45.1,No,0.0,Every 4-6 days
chickpea,Zaid,36.1,30.58,31.2,Yes,13.42,Every 4-6 days
banana,Rabi,74.8,26.62,65.1,No,0.0,Every 4-6 days
muskmelon,Kharif,32.4,23.75,49.8,No,0.0,Every 1-3 days
chickpea,Rabi,44.5,31.21,38.7,Yes,13.78,Every 4-6 days
orange,Rabi,40.5,35.11,39.5,Yes,13.57,Every 4-6 days
grapes,Zaid,36.9,33.97,79.6,No,0.0,Every 4-6 days
maize,Kharif,43.3,26.75,38.2,Yes,11.18,Every 4-6 days
banana,Zaid,68.8,27.4,30.8,Yes,12.69,Every 4-6 days
papaya,Kharif,45.1,27.56,54.0,No,0.0,Every 4-6 days
banana,Zaid,34.2,27.73,87.5,No,0.0,Every 1-3 days
apple,Zaid,43.6,30.29,53.6,No,0.0,Every 4-6 days
coffee,Zaid,7.9,33.66,59.7,No,0.0,Every 1-3 days
apple,Zaid,47.4,25.25,43.6,No,0.0,Every 4-6 days
mungbean,Kharif,51.8,26.06,65.9,No,0.0,Every 4-6 days
mango,Zaid,65.9,32.82,19.0,Yes,10.43,Every 4-6 days
pomegranate,Kharif,44.2,24.73,47.4,No,0.0,Every 4-6 days
kidneybeans,Kharif,26.0,30.94,80.8,No,0.0,Every 4-6 days
coffee,Zaid,46.5,24.71,27.7,Yes,11.23,Every 4-6 days
maize,Rabi,39.1,29.7,13.0,Yes,13.56,Every 4-6 days
banana,Zaid,33.7,27.72,50.0,No,0.0,Every 1-3 days
jute,Kharif,41.1,25.2,19.2,Yes,16.7,Every 1-3 days
mango,Zaid,38.7,30.32,20.3,Yes,11.77,Every 4-6 days
cotton,Zaid,42.5,33.85,118.8,No,0.0,Every 4-6 days
pigeonpeas,Zaid,54.7,27.33,17.2,Yes,12.16,Every 4-6 days
grapes,Zaid,36.2,23.97,46.2,No,0.0,Every 4-6 days
mango,Rabi,51.0,25.44,39.7,Yes,9.71,Every 4-6 days
banana,Zaid,36.5,27.44,34.4,Yes,16.65,Every 1-3 days
coconut,Zaid,49.9,30.66,48.1,No,0.0,Every 4-6 days
cotton,Rabi,54.0,21.99,178.9,No,0.0,Every 7-10 days
papaya,Rabi,39.8,31.81,6.8,Yes,13.89,Every 4-6 days
apple,Rabi,34.1,34.83,18.1,Yes,14.64,Every 4-6 days
mungbean,Rabi,30.2,19.92,51.7,No,0.0,Every 4-6 days
chickpea,Zaid,46.1,28.2,15.9,Yes,11.68,Every 4-6 days
cotton,Rabi,41.5,34.23,39.6,Yes,12.65,Every 4-6 days
cotton,Rabi,44.0,27.14,18.0,Yes,11.73,Every 4-6 days
apple,Rabi,57.1,30.32,17.7,Yes,11.3,Every 4-6 days
banana,Zaid,46.7,29.55,67.2,No,0.0,Every 1-3 days
orange,Zaid,41.5,26.37,69.7,No,0.0,Every 4-6 days
watermelon,Zaid,42.8,26.14,148.2,No,0.0,Every 4-6 days
